Adu (G.),,G014,Ali vidai (Tam,.),,H014
,,,,,,
Aduwa (N.),,G014,"Alivirai (Mal.,",T,am.),H008
,,,,,,
Advi (G.),,F004,Alivirai cheera,(,Mal.),C021
,,,,,,
Advi na pan,(G.),C018,Alivirai keerai,(,Tam.),C021
,,,,,,
Aegle marm,elos (Sci.),E008,Allam (Tel.),,,G014
,,,,,,
Aeir (Kash.),,E054,Allathi (Com,m,on),P001
,,,,,,
Aer (Kash.),,E050,Allibija (Kan.),,,H008
,,,,,,
Afiam (Mal.,),G032,Allibija soppu,(,Kan.),C021
,,,,,,
Afim (Kan.),,G032,Allium cepa (S,c,i.),"G017, G01"
,,,,,,
Afoo guti (A,.),G032,Allium sativum,(,Sci.),"G011, G01"
,,,,,,
Agaricus sp.,(Sci.),J001,,,,G013
,,,Allium wakegi,(,Sci.),D058
Agase sopp,u (Kan.),C001,,,,
,,,Almon (Kh.),,,H001
Agasi (Kan.,),H014,,,,
,,,Almond (Com,m,on),H001
Agasthi (H.),,C001,,,,
,,,"Aloo (A., M.)",,,"F007, F008"
Agasthi ka s,ag (Mar.),C001,,,,
,,,Aloo (M.),,,I001
Agasti (O.),,C001,,,,
,,,Aloobhukhara,(,P.),E054
Agathi chee,ra (Mal.),C001,,,,
,,,"Alsi (H., P.)",,,H014
Agathi keer,ai (Tam.),C001,,,,
,,,Alsi (P.),,,H014
Agathi leave,s (Common),C001,,,,
,,,Alsi (U.),,,H014
Agathio (G.,),C001,,,,
,,,Alternanthera,se,ssilis (Sci.),C029
Ahiva (Mar.,),H008,,,,
,,,"Alu (H., Kon.,",N,"., O., P., U.)","F006, F007"
,,,,,,
Ahiva ka pa,tta (Mar.),C021,,,,F008
,,,,,,
Ahnaros (A.,),E053,Alu kanda (Ma,r,.),F004
,,,,,,
Ahom bogo,ri (A.),E050,Alu pan (Mar.),,,C018
,,,,,,
Ailsh (Kash,.),H014,Alubokhara (B,".,","G,H)",E054
,,,,,,
Ajamoda (S,.),G029,Alu-che-dath (,M,ar.),"D040, D04"
,,,,,,
Ajmo (G.),,G029,Alugadda (Ka,n.,),"F006, F007"
Ajmod (U.),,C028,,,,F008
,,,Aluterus mono,c,eros (Sci.),P011
,,,,,,
Ajmud (H.),,D037,,,,
,,,Aluva (Comm,o,n),P002
,,,,,,
"Ajwain (A.,","P., U.)",G029,,,,
,,,Amada (B.),,,G015
,,,,,,
Ajwan (H.),,G029,,,,
,,,Amarakka (Ma,l.,),D032
,,,,,,
Akher rosh (,B.),I002,,,,
,,,Amaranth seed,",",black (Common),A001
,,,,,,
Akhoot (O.),,H021,,,,
,,,Amaranth seed,",",pale brown (Common),A002
,,,,,,
Akhrod (Ma,r.),H021,,,,
,,,Amaranth spin,o,sus (Sci.),"C005, C00"
,,,,,,
"Akhrot (A.,","B., G., H., P.)",H021,,,,
,,,"Amaranth, spi",no,"us, leaves, green",C005
,,,,,,
Akhrot (Tam,.),H021,,,,
,,,(Common),,,
Akhrut (U.),,H021,"Amaranth, spi",no,"us, leaves, red and",C006
Akki (Kan.),,A015,green (Comm,o,n),
,,,Amaranth leav,e,"s, green (Common)",C002
,,,,,,
Akrodu (Ka,n.),H021,,,,
,,,Amaranth leav,e,"s, red (Common)",C003
,,,,,,
Akrot kaya,(Tel.),H021,,,,
,,,Amaranth leav,e,"s, red and green",C004
Akrottandi (,Mal.),H021,,,,
,,,,,,
,,,(Common),,,
"Alaichi (N.,",O.),"G020, G021",Amaranthus cr,u,entus (Sci.),"A001, A00"
Alapagoda (,Tel.),E054,Amaranthus g,an,geticus (Sci.),"C002, C00"
Alasande (K,an.),B005-B006,,,,C004
,,,,,,
Ale (Mar.),,G014,Amba (Mar.),,,D057
,,,,,,
,,,,,,
Alechi (G.),,G020,Amba (pachila,),(O.),E036-E042
,,,,,,
,,,,,,
Alectis indic,us (Sci.),P025,Amba (piklela,) (,Mar.),E036-E042
,,,,,,
